NodeA	NodeB	TCGA_A7_A0CE	TCGA_A7_A0CH	TCGA_A7_A0D9	TCGA_A7_A0DB	TCGA_A7_A13E	TCGA_A7_A13F	TCGA_A7_A13G	TCGA_AC_A23H	TCGA_AC_A2FB	TCGA_AC_A2FF	TCGA_AC_A2FM	TCGA_BH_A0AU	TCGA_BH_A0AY	TCGA_BH_A0AZ	TCGA_BH_A0B3	TCGA_BH_A0B5	TCGA_BH_A0B7	TCGA_BH_A0BA	TCGA_BH_A0BC	TCGA_BH_A0BJ	TCGA_BH_A0BM	TCGA_BH_A0BQ	TCGA_BH_A0BS	TCGA_BH_A0BV	TCGA_BH_A0BW	TCGA_BH_A0BZ	TCGA_BH_A0C0	TCGA_BH_A0C3	TCGA_BH_A0DD	TCGA_BH_A0DG	TCGA_BH_A0DH	TCGA_BH_A0DK	TCGA_BH_A0DL	TCGA_BH_A0DO	TCGA_BH_A0DP	TCGA_BH_A0DQ	TCGA_BH_A0DT	TCGA_BH_A0DV	TCGA_BH_A0DZ	TCGA_BH_A0E0	TCGA_BH_A0E1	TCGA_BH_A0H5	TCGA_BH_A0H7	TCGA_BH_A0H9	TCGA_BH_A0HA	TCGA_BH_A0HK	TCGA_BH_A18J	TCGA_BH_A18L	TCGA_BH_A18M	TCGA_BH_A18N	TCGA_BH_A18P	TCGA_BH_A18Q	TCGA_BH_A18R	TCGA_BH_A18S	TCGA_BH_A18U	TCGA_BH_A18V	TCGA_BH_A1EN	TCGA_BH_A1EO	TCGA_BH_A1ET	TCGA_BH_A1EU	TCGA_BH_A1EV	TCGA_BH_A1EW	TCGA_BH_A1F0	TCGA_BH_A1F2	TCGA_BH_A1F6	TCGA_BH_A1F8	TCGA_BH_A1FC	TCGA_BH_A1FE	TCGA_BH_A1FG	TCGA_BH_A1FH	TCGA_BH_A1FJ	TCGA_BH_A1FM	TCGA_BH_A1FN	TCGA_BH_A1FR	TCGA_BH_A1FU	TCGA_BH_A203	TCGA_BH_A204	TCGA_BH_A208	TCGA_BH_A209	TCGA_E2_A153	TCGA_E2_A158	TCGA_E2_A15I	TCGA_E2_A15K	TCGA_E2_A15M	TCGA_E2_A1BC	TCGA_E2_A1IG	TCGA_E2_A1L7	TCGA_E2_A1LB	TCGA_E2_A1LH	TCGA_E9_A1N4	TCGA_E9_A1N5	TCGA_E9_A1N9	TCGA_E9_A1NA	TCGA_E9_A1ND	TCGA_E9_A1NF	TCGA_E9_A1NG	TCGA_E9_A1R7	TCGA_E9_A1RB	TCGA_E9_A1RC	TCGA_E9_A1RD	TCGA_E9_A1RF	TCGA_E9_A1RH	TCGA_E9_A1RI	TCGA_GI_A2C8	TCGA_GI_A2C9
ATP[c]	RXN_181	0.3036	0.2471	0.2877	0.209	0.2894	0.31	0.2327	0.2134	0.2027	0.1697	0.1525	0.3146	0.3922	0.1904	0.5475	0.2497	0.3302	0.2663	0.2215	0.2826	0.1442	0.1954	0.2261	0.5255	0.3246	0.1704	0.33	0.2417	0.3486	0.5676	0.6384	0.1753	0.2945	0.2395	0.1624	0.1963	0.2419	0.1231	0.1483	0.353	0.2705	0.1492	0.4112	0.3347	0.2479	0.2736	0.2696	0.253	0.2463	0.1796	0.228	0.2792	0.3328	0.2318	0.315	0.2815	0.2554	0.2114	1	0.22	0.473	0.4754	0.3622	0.2161	0.6243	0.5816	0.2951	0.3845	0.2555	0.248	0.2818	0.7149	0.3486	0.1439	0.4027	0.363	0.4308	0.1779	0.4396	0.1764	0.7517	0.2022	0.2763	0.2789	0.1669	0.1875	0.3671	0.1516	0.1523	0.228	0.1931	0.6222	0.3548	0.3142	0.526	0.2034	0.8937	0.5686	0.3108	0.27	0.2523	0.2176	0.2592	0.1971	0.3378
UTP[c]	RXN_181	0.3036	0.2471	0.2877	0.209	0.2894	0.31	0.2327	0.2134	0.2027	0.1697	0.1525	0.3146	0.3922	0.1904	0.5475	0.2497	0.3302	0.2663	0.2215	0.2826	0.1442	0.1954	0.2261	0.5255	0.3246	0.1704	0.33	0.2417	0.3486	0.5676	0.6384	0.1753	0.2945	0.2395	0.1624	0.1963	0.2419	0.1231	0.1483	0.353	0.2705	0.1492	0.4112	0.3347	0.2479	0.2736	0.2696	0.253	0.2463	0.1796	0.228	0.2792	0.3328	0.2318	0.315	0.2815	0.2554	0.2114	1	0.22	0.473	0.4754	0.3622	0.2161	0.6243	0.5816	0.2951	0.3845	0.2555	0.248	0.2818	0.7149	0.3486	0.1439	0.4027	0.363	0.4308	0.1779	0.4396	0.1764	0.7517	0.2022	0.2763	0.2789	0.1669	0.1875	0.3671	0.1516	0.1523	0.228	0.1931	0.6222	0.3548	0.3142	0.526	0.2034	0.8937	0.5686	0.3108	0.27	0.2523	0.2176	0.2592	0.1971	0.3378
RXN_181	Pi[c]	0.3036	0.2471	0.2877	0.209	0.2894	0.31	0.2327	0.2134	0.2027	0.1697	0.1525	0.3146	0.3922	0.1904	0.5475	0.2497	0.3302	0.2663	0.2215	0.2826	0.1442	0.1954	0.2261	0.5255	0.3246	0.1704	0.33	0.2417	0.3486	0.5676	0.6384	0.1753	0.2945	0.2395	0.1624	0.1963	0.2419	0.1231	0.1483	0.353	0.2705	0.1492	0.4112	0.3347	0.2479	0.2736	0.2696	0.253	0.2463	0.1796	0.228	0.2792	0.3328	0.2318	0.315	0.2815	0.2554	0.2114	1	0.22	0.473	0.4754	0.3622	0.2161	0.6243	0.5816	0.2951	0.3845	0.2555	0.248	0.2818	0.7149	0.3486	0.1439	0.4027	0.363	0.4308	0.1779	0.4396	0.1764	0.7517	0.2022	0.2763	0.2789	0.1669	0.1875	0.3671	0.1516	0.1523	0.228	0.1931	0.6222	0.3548	0.3142	0.526	0.2034	0.8937	0.5686	0.3108	0.27	0.2523	0.2176	0.2592	0.1971	0.3378
RXN_181	ADP[c]	0.3036	0.2471	0.2877	0.209	0.2894	0.31	0.2327	0.2134	0.2027	0.1697	0.1525	0.3146	0.3922	0.1904	0.5475	0.2497	0.3302	0.2663	0.2215	0.2826	0.1442	0.1954	0.2261	0.5255	0.3246	0.1704	0.33	0.2417	0.3486	0.5676	0.6384	0.1753	0.2945	0.2395	0.1624	0.1963	0.2419	0.1231	0.1483	0.353	0.2705	0.1492	0.4112	0.3347	0.2479	0.2736	0.2696	0.253	0.2463	0.1796	0.228	0.2792	0.3328	0.2318	0.315	0.2815	0.2554	0.2114	1	0.22	0.473	0.4754	0.3622	0.2161	0.6243	0.5816	0.2951	0.3845	0.2555	0.248	0.2818	0.7149	0.3486	0.1439	0.4027	0.363	0.4308	0.1779	0.4396	0.1764	0.7517	0.2022	0.2763	0.2789	0.1669	0.1875	0.3671	0.1516	0.1523	0.228	0.1931	0.6222	0.3548	0.3142	0.526	0.2034	0.8937	0.5686	0.3108	0.27	0.2523	0.2176	0.2592	0.1971	0.3378
RXN_181	CTP[c]	0.3036	0.2471	0.2877	0.209	0.2894	0.31	0.2327	0.2134	0.2027	0.1697	0.1525	0.3146	0.3922	0.1904	0.5475	0.2497	0.3302	0.2663	0.2215	0.2826	0.1442	0.1954	0.2261	0.5255	0.3246	0.1704	0.33	0.2417	0.3486	0.5676	0.6384	0.1753	0.2945	0.2395	0.1624	0.1963	0.2419	0.1231	0.1483	0.353	0.2705	0.1492	0.4112	0.3347	0.2479	0.2736	0.2696	0.253	0.2463	0.1796	0.228	0.2792	0.3328	0.2318	0.315	0.2815	0.2554	0.2114	1	0.22	0.473	0.4754	0.3622	0.2161	0.6243	0.5816	0.2951	0.3845	0.2555	0.248	0.2818	0.7149	0.3486	0.1439	0.4027	0.363	0.4308	0.1779	0.4396	0.1764	0.7517	0.2022	0.2763	0.2789	0.1669	0.1875	0.3671	0.1516	0.1523	0.228	0.1931	0.6222	0.3548	0.3142	0.526	0.2034	0.8937	0.5686	0.3108	0.27	0.2523	0.2176	0.2592	0.1971	0.3378
CDP[c]	RXN_182	0.4173	0.3731	0.2542	0.3494	0.3012	0.8263	0.2746	0.7428	0.2914	0.3071	0.5161	0.6488	0.2774	0.3071	0.7238	0.4581	0.4803	0.3403	0.3784	0.3484	0.1621	0.1948	0.5531	0.3527	0.6458	0.3409	0.3784	0.302	0.5607	0.3426	0.5227	0.3291	0.4564	0.1902	0.285	0.3554	0.2886	0.1945	0.3273	0.741	0.7764	0.316	0.3432	0.3713	0.3076	0.321	0.4384	0.6072	0.4361	0.2518	0.5261	0.4632	0.7095	0.292	0.4811	0.4184	0.2681	0.6271	0.4394	0.4079	0.5144	0.5278	0.2897	0.7321	0.4874	1	0.4887	0.6061	0.41	0.2384	0.7357	0.9165	0.4203	0.4633	0.4894	0.4545	0.9192	0.2584	0.5031	0.3119	0.2345	0.2175	0.4512	0.42	0.2319	0.2794	0.3745	0.3938	0.1533	0.4943	0.2743	0.3299	0.3612	0.43	0.2467	0.3557	0.567	0.5003	0.5514	0.5116	0.2379	0.6907	0.2835	0.2045	0.2774
RXN_182	H2O[c]	0.4173	0.3731	0.2542	0.3494	0.3012	0.8263	0.2746	0.7428	0.2914	0.3071	0.5161	0.6488	0.2774	0.3071	0.7238	0.4581	0.4803	0.3403	0.3784	0.3484	0.1621	0.1948	0.5531	0.3527	0.6458	0.3409	0.3784	0.302	0.5607	0.3426	0.5227	0.3291	0.4564	0.1902	0.285	0.3554	0.2886	0.1945	0.3273	0.741	0.7764	0.316	0.3432	0.3713	0.3076	0.321	0.4384	0.6072	0.4361	0.2518	0.5261	0.4632	0.7095	0.292	0.4811	0.4184	0.2681	0.6271	0.4394	0.4079	0.5144	0.5278	0.2897	0.7321	0.4874	1	0.4887	0.6061	0.41	0.2384	0.7357	0.9165	0.4203	0.4633	0.4894	0.4545	0.9192	0.2584	0.5031	0.3119	0.2345	0.2175	0.4512	0.42	0.2319	0.2794	0.3745	0.3938	0.1533	0.4943	0.2743	0.3299	0.3612	0.43	0.2467	0.3557	0.567	0.5003	0.5514	0.5116	0.2379	0.6907	0.2835	0.2045	0.2774
RXN_182	dCDP[c]	0.4173	0.3731	0.2542	0.3494	0.3012	0.8263	0.2746	0.7428	0.2914	0.3071	0.5161	0.6488	0.2774	0.3071	0.7238	0.4581	0.4803	0.3403	0.3784	0.3484	0.1621	0.1948	0.5531	0.3527	0.6458	0.3409	0.3784	0.302	0.5607	0.3426	0.5227	0.3291	0.4564	0.1902	0.285	0.3554	0.2886	0.1945	0.3273	0.741	0.7764	0.316	0.3432	0.3713	0.3076	0.321	0.4384	0.6072	0.4361	0.2518	0.5261	0.4632	0.7095	0.292	0.4811	0.4184	0.2681	0.6271	0.4394	0.4079	0.5144	0.5278	0.2897	0.7321	0.4874	1	0.4887	0.6061	0.41	0.2384	0.7357	0.9165	0.4203	0.4633	0.4894	0.4545	0.9192	0.2584	0.5031	0.3119	0.2345	0.2175	0.4512	0.42	0.2319	0.2794	0.3745	0.3938	0.1533	0.4943	0.2743	0.3299	0.3612	0.43	0.2467	0.3557	0.567	0.5003	0.5514	0.5116	0.2379	0.6907	0.2835	0.2045	0.2774
ADP[c]	RXN_183	0.3677	0.4666	0.2478	0.364	0.44	0.458	0.3739	0.3812	0.3895	0.4173	0.1586	0.2746	0.3085	0.4239	0.3359	0.1627	0.4664	0.3106	0.4435	0.2873	0.5343	0.295	0.2519	0.1865	0.7172	0.3015	0.2425	0.3201	0.4603	0.3236	0.21	0.2583	0.83	0.4148	0.3941	0.3073	0.3314	0.3382	0.2594	0.3081	0.3793	0.3822	0.307	0.354	0.4243	0.296	0.3727	0.2626	0.2915	0.2433	0.2694	0.4943	0.3233	0.3916	0.2497	0.3499	0.3187	0.4356	0.4051	0.3604	0.3914	0.3577	0.5432	0.446	0.4852	0.4646	0.3153	0.3475	0.5562	0.4061	0.5196	0.6624	0.7539	0.4406	0.4638	0.4602	0.3011	0.5002	0.3003	0.2708	0.4255	0.3069	0.2866	0.4047	0.5095	0.3395	0.3839	0.4935	0.2807	0.4391	0.2571	0.4109	0.2677	0.7035	0.379	0.3696	0.2926	0.3831	0.2336	0.4439	0.3118	0.3657	0.4772	0.1857	0.647
dCDP[c]	RXN_183	0.3677	0.4666	0.2478	0.364	0.44	0.458	0.3739	0.3812	0.3895	0.4173	0.1586	0.2746	0.3085	0.4239	0.3359	0.1627	0.4664	0.3106	0.4435	0.2873	0.5343	0.295	0.2519	0.1865	0.7172	0.3015	0.2425	0.3201	0.4603	0.3236	0.21	0.2583	0.83	0.4148	0.3941	0.3073	0.3314	0.3382	0.2594	0.3081	0.3793	0.3822	0.307	0.354	0.4243	0.296	0.3727	0.2626	0.2915	0.2433	0.2694	0.4943	0.3233	0.3916	0.2497	0.3499	0.3187	0.4356	0.4051	0.3604	0.3914	0.3577	0.5432	0.446	0.4852	0.4646	0.3153	0.3475	0.5562	0.4061	0.5196	0.6624	0.7539	0.4406	0.4638	0.4602	0.3011	0.5002	0.3003	0.2708	0.4255	0.3069	0.2866	0.4047	0.5095	0.3395	0.3839	0.4935	0.2807	0.4391	0.2571	0.4109	0.2677	0.7035	0.379	0.3696	0.2926	0.3831	0.2336	0.4439	0.3118	0.3657	0.4772	0.1857	0.647
RXN_183	ATP[c]	0.3677	0.4666	0.2478	0.364	0.44	0.458	0.3739	0.3812	0.3895	0.4173	0.1586	0.2746	0.3085	0.4239	0.3359	0.1627	0.4664	0.3106	0.4435	0.2873	0.5343	0.295	0.2519	0.1865	0.7172	0.3015	0.2425	0.3201	0.4603	0.3236	0.21	0.2583	0.83	0.4148	0.3941	0.3073	0.3314	0.3382	0.2594	0.3081	0.3793	0.3822	0.307	0.354	0.4243	0.296	0.3727	0.2626	0.2915	0.2433	0.2694	0.4943	0.3233	0.3916	0.2497	0.3499	0.3187	0.4356	0.4051	0.3604	0.3914	0.3577	0.5432	0.446	0.4852	0.4646	0.3153	0.3475	0.5562	0.4061	0.5196	0.6624	0.7539	0.4406	0.4638	0.4602	0.3011	0.5002	0.3003	0.2708	0.4255	0.3069	0.2866	0.4047	0.5095	0.3395	0.3839	0.4935	0.2807	0.4391	0.2571	0.4109	0.2677	0.7035	0.379	0.3696	0.2926	0.3831	0.2336	0.4439	0.3118	0.3657	0.4772	0.1857	0.647
RXN_183	dCMP[c]	0.3677	0.4666	0.2478	0.364	0.44	0.458	0.3739	0.3812	0.3895	0.4173	0.1586	0.2746	0.3085	0.4239	0.3359	0.1627	0.4664	0.3106	0.4435	0.2873	0.5343	0.295	0.2519	0.1865	0.7172	0.3015	0.2425	0.3201	0.4603	0.3236	0.21	0.2583	0.83	0.4148	0.3941	0.3073	0.3314	0.3382	0.2594	0.3081	0.3793	0.3822	0.307	0.354	0.4243	0.296	0.3727	0.2626	0.2915	0.2433	0.2694	0.4943	0.3233	0.3916	0.2497	0.3499	0.3187	0.4356	0.4051	0.3604	0.3914	0.3577	0.5432	0.446	0.4852	0.4646	0.3153	0.3475	0.5562	0.4061	0.5196	0.6624	0.7539	0.4406	0.4638	0.4602	0.3011	0.5002	0.3003	0.2708	0.4255	0.3069	0.2866	0.4047	0.5095	0.3395	0.3839	0.4935	0.2807	0.4391	0.2571	0.4109	0.2677	0.7035	0.379	0.3696	0.2926	0.3831	0.2336	0.4439	0.3118	0.3657	0.4772	0.1857	0.647
NAD[m]	RXN_184	0.3732	0.6453	0.5291	0.5326	0.4964	0.3935	0.6324	0.3973	0.449	0.5627	0.5877	0.8814	0.4273	0.3738	0.2284	0.3879	0.3066	0.4739	0.5448	0.3205	0.6805	0.4081	0.7647	0.3237	0.2144	0.3373	0.2846	0.3419	0.4001	0.4018	0.4998	0.3471	0.2294	0.636	0.6785	0.456	0.6121	0.5383	0.4664	0.2671	0.39	0.5644	0.4172	0.3812	0.37	0.4882	0.3943	0.6535	0.3984	0.6219	0.4722	0.3553	0.8932	0.8898	0.3571	0.4572	0.7357	0.4767	0.7507	0.4224	0.4346	0.4765	0.3212	0.3776	0.263	0.4896	0.3886	0.4769	0.9203	0.3411	0.91	0.3741	0.6622	0.8104	0.353	0.5494	0.9794	0.4335	0.4511	0.4441	0.6407	0.572	0.3956	0.4363	0.5218	0.3893	0.2527	0.7733	0.236	0.6326	0.4483	0.5504	0.3161	0.1954	0.4636	0.4947	0.2552	0.4412	0.4261	0.6543	0.2523	0.303	0.6698	0.7015	0.3027
H2O[m]	RXN_184	0.3732	0.6453	0.5291	0.5326	0.4964	0.3935	0.6324	0.3973	0.449	0.5627	0.5877	0.8814	0.4273	0.3738	0.2284	0.3879	0.3066	0.4739	0.5448	0.3205	0.6805	0.4081	0.7647	0.3237	0.2144	0.3373	0.2846	0.3419	0.4001	0.4018	0.4998	0.3471	0.2294	0.636	0.6785	0.456	0.6121	0.5383	0.4664	0.2671	0.39	0.5644	0.4172	0.3812	0.37	0.4882	0.3943	0.6535	0.3984	0.6219	0.4722	0.3553	0.8932	0.8898	0.3571	0.4572	0.7357	0.4767	0.7507	0.4224	0.4346	0.4765	0.3212	0.3776	0.263	0.4896	0.3886	0.4769	0.9203	0.3411	0.91	0.3741	0.6622	0.8104	0.353	0.5494	0.9794	0.4335	0.4511	0.4441	0.6407	0.572	0.3956	0.4363	0.5218	0.3893	0.2527	0.7733	0.236	0.6326	0.4483	0.5504	0.3161	0.1954	0.4636	0.4947	0.2552	0.4412	0.4261	0.6543	0.2523	0.303	0.6698	0.7015	0.3027
glutamate[m]	RXN_184	0.3732	0.6453	0.5291	0.5326	0.4964	0.3935	0.6324	0.3973	0.449	0.5627	0.5877	0.8814	0.4273	0.3738	0.2284	0.3879	0.3066	0.4739	0.5448	0.3205	0.6805	0.4081	0.7647	0.3237	0.2144	0.3373	0.2846	0.3419	0.4001	0.4018	0.4998	0.3471	0.2294	0.636	0.6785	0.456	0.6121	0.5383	0.4664	0.2671	0.39	0.5644	0.4172	0.3812	0.37	0.4882	0.3943	0.6535	0.3984	0.6219	0.4722	0.3553	0.8932	0.8898	0.3571	0.4572	0.7357	0.4767	0.7507	0.4224	0.4346	0.4765	0.3212	0.3776	0.263	0.4896	0.3886	0.4769	0.9203	0.3411	0.91	0.3741	0.6622	0.8104	0.353	0.5494	0.9794	0.4335	0.4511	0.4441	0.6407	0.572	0.3956	0.4363	0.5218	0.3893	0.2527	0.7733	0.236	0.6326	0.4483	0.5504	0.3161	0.1954	0.4636	0.4947	0.2552	0.4412	0.4261	0.6543	0.2523	0.303	0.6698	0.7015	0.3027
RXN_184	H[m]	0.3732	0.6453	0.5291	0.5326	0.4964	0.3935	0.6324	0.3973	0.449	0.5627	0.5877	0.8814	0.4273	0.3738	0.2284	0.3879	0.3066	0.4739	0.5448	0.3205	0.6805	0.4081	0.7647	0.3237	0.2144	0.3373	0.2846	0.3419	0.4001	0.4018	0.4998	0.3471	0.2294	0.636	0.6785	0.456	0.6121	0.5383	0.4664	0.2671	0.39	0.5644	0.4172	0.3812	0.37	0.4882	0.3943	0.6535	0.3984	0.6219	0.4722	0.3553	0.8932	0.8898	0.3571	0.4572	0.7357	0.4767	0.7507	0.4224	0.4346	0.4765	0.3212	0.3776	0.263	0.4896	0.3886	0.4769	0.9203	0.3411	0.91	0.3741	0.6622	0.8104	0.353	0.5494	0.9794	0.4335	0.4511	0.4441	0.6407	0.572	0.3956	0.4363	0.5218	0.3893	0.2527	0.7733	0.236	0.6326	0.4483	0.5504	0.3161	0.1954	0.4636	0.4947	0.2552	0.4412	0.4261	0.6543	0.2523	0.303	0.6698	0.7015	0.3027
RXN_184	NADH[m]	0.3732	0.6453	0.5291	0.5326	0.4964	0.3935	0.6324	0.3973	0.449	0.5627	0.5877	0.8814	0.4273	0.3738	0.2284	0.3879	0.3066	0.4739	0.5448	0.3205	0.6805	0.4081	0.7647	0.3237	0.2144	0.3373	0.2846	0.3419	0.4001	0.4018	0.4998	0.3471	0.2294	0.636	0.6785	0.456	0.6121	0.5383	0.4664	0.2671	0.39	0.5644	0.4172	0.3812	0.37	0.4882	0.3943	0.6535	0.3984	0.6219	0.4722	0.3553	0.8932	0.8898	0.3571	0.4572	0.7357	0.4767	0.7507	0.4224	0.4346	0.4765	0.3212	0.3776	0.263	0.4896	0.3886	0.4769	0.9203	0.3411	0.91	0.3741	0.6622	0.8104	0.353	0.5494	0.9794	0.4335	0.4511	0.4441	0.6407	0.572	0.3956	0.4363	0.5218	0.3893	0.2527	0.7733	0.236	0.6326	0.4483	0.5504	0.3161	0.1954	0.4636	0.4947	0.2552	0.4412	0.4261	0.6543	0.2523	0.303	0.6698	0.7015	0.3027
RXN_184	AKG[m]	0.3732	0.6453	0.5291	0.5326	0.4964	0.3935	0.6324	0.3973	0.449	0.5627	0.5877	0.8814	0.4273	0.3738	0.2284	0.3879	0.3066	0.4739	0.5448	0.3205	0.6805	0.4081	0.7647	0.3237	0.2144	0.3373	0.2846	0.3419	0.4001	0.4018	0.4998	0.3471	0.2294	0.636	0.6785	0.456	0.6121	0.5383	0.4664	0.2671	0.39	0.5644	0.4172	0.3812	0.37	0.4882	0.3943	0.6535	0.3984	0.6219	0.4722	0.3553	0.8932	0.8898	0.3571	0.4572	0.7357	0.4767	0.7507	0.4224	0.4346	0.4765	0.3212	0.3776	0.263	0.4896	0.3886	0.4769	0.9203	0.3411	0.91	0.3741	0.6622	0.8104	0.353	0.5494	0.9794	0.4335	0.4511	0.4441	0.6407	0.572	0.3956	0.4363	0.5218	0.3893	0.2527	0.7733	0.236	0.6326	0.4483	0.5504	0.3161	0.1954	0.4636	0.4947	0.2552	0.4412	0.4261	0.6543	0.2523	0.303	0.6698	0.7015	0.3027
RXN_184	NH3[m]	0.3732	0.6453	0.5291	0.5326	0.4964	0.3935	0.6324	0.3973	0.449	0.5627	0.5877	0.8814	0.4273	0.3738	0.2284	0.3879	0.3066	0.4739	0.5448	0.3205	0.6805	0.4081	0.7647	0.3237	0.2144	0.3373	0.2846	0.3419	0.4001	0.4018	0.4998	0.3471	0.2294	0.636	0.6785	0.456	0.6121	0.5383	0.4664	0.2671	0.39	0.5644	0.4172	0.3812	0.37	0.4882	0.3943	0.6535	0.3984	0.6219	0.4722	0.3553	0.8932	0.8898	0.3571	0.4572	0.7357	0.4767	0.7507	0.4224	0.4346	0.4765	0.3212	0.3776	0.263	0.4896	0.3886	0.4769	0.9203	0.3411	0.91	0.3741	0.6622	0.8104	0.353	0.5494	0.9794	0.4335	0.4511	0.4441	0.6407	0.572	0.3956	0.4363	0.5218	0.3893	0.2527	0.7733	0.236	0.6326	0.4483	0.5504	0.3161	0.1954	0.4636	0.4947	0.2552	0.4412	0.4261	0.6543	0.2523	0.303	0.6698	0.7015	0.3027
H[m]	RXN_185	0.3732	0.6453	0.5291	0.5326	0.4964	0.3935	0.6324	0.3973	0.449	0.5627	0.5877	0.8814	0.4273	0.3738	0.2284	0.3879	0.3066	0.4739	0.5448	0.3205	0.6805	0.4081	0.7647	0.3237	0.2144	0.3373	0.2846	0.3419	0.4001	0.4018	0.4998	0.3471	0.2294	0.636	0.6785	0.456	0.6121	0.5383	0.4664	0.2671	0.39	0.5644	0.4172	0.3812	0.37	0.4882	0.3943	0.6535	0.3984	0.6219	0.4722	0.3553	0.8932	0.8898	0.3571	0.4572	0.7357	0.4767	0.7507	0.4224	0.4346	0.4765	0.3212	0.3776	0.263	0.4896	0.3886	0.4769	0.9203	0.3411	0.91	0.3741	0.6622	0.8104	0.353	0.5494	0.9794	0.4335	0.4511	0.4441	0.6407	0.572	0.3956	0.4363	0.5218	0.3893	0.2527	0.7733	0.236	0.6326	0.4483	0.5504	0.3161	0.1954	0.4636	0.4947	0.2552	0.4412	0.4261	0.6543	0.2523	0.303	0.6698	0.7015	0.3027
AKG[m]	RXN_185	0.3732	0.6453	0.5291	0.5326	0.4964	0.3935	0.6324	0.3973	0.449	0.5627	0.5877	0.8814	0.4273	0.3738	0.2284	0.3879	0.3066	0.4739	0.5448	0.3205	0.6805	0.4081	0.7647	0.3237	0.2144	0.3373	0.2846	0.3419	0.4001	0.4018	0.4998	0.3471	0.2294	0.636	0.6785	0.456	0.6121	0.5383	0.4664	0.2671	0.39	0.5644	0.4172	0.3812	0.37	0.4882	0.3943	0.6535	0.3984	0.6219	0.4722	0.3553	0.8932	0.8898	0.3571	0.4572	0.7357	0.4767	0.7507	0.4224	0.4346	0.4765	0.3212	0.3776	0.263	0.4896	0.3886	0.4769	0.9203	0.3411	0.91	0.3741	0.6622	0.8104	0.353	0.5494	0.9794	0.4335	0.4511	0.4441	0.6407	0.572	0.3956	0.4363	0.5218	0.3893	0.2527	0.7733	0.236	0.6326	0.4483	0.5504	0.3161	0.1954	0.4636	0.4947	0.2552	0.4412	0.4261	0.6543	0.2523	0.303	0.6698	0.7015	0.3027
NADPH[m]	RXN_185	0.3732	0.6453	0.5291	0.5326	0.4964	0.3935	0.6324	0.3973	0.449	0.5627	0.5877	0.8814	0.4273	0.3738	0.2284	0.3879	0.3066	0.4739	0.5448	0.3205	0.6805	0.4081	0.7647	0.3237	0.2144	0.3373	0.2846	0.3419	0.4001	0.4018	0.4998	0.3471	0.2294	0.636	0.6785	0.456	0.6121	0.5383	0.4664	0.2671	0.39	0.5644	0.4172	0.3812	0.37	0.4882	0.3943	0.6535	0.3984	0.6219	0.4722	0.3553	0.8932	0.8898	0.3571	0.4572	0.7357	0.4767	0.7507	0.4224	0.4346	0.4765	0.3212	0.3776	0.263	0.4896	0.3886	0.4769	0.9203	0.3411	0.91	0.3741	0.6622	0.8104	0.353	0.5494	0.9794	0.4335	0.4511	0.4441	0.6407	0.572	0.3956	0.4363	0.5218	0.3893	0.2527	0.7733	0.236	0.6326	0.4483	0.5504	0.3161	0.1954	0.4636	0.4947	0.2552	0.4412	0.4261	0.6543	0.2523	0.303	0.6698	0.7015	0.3027
NH3[m]	RXN_185	0.3732	0.6453	0.5291	0.5326	0.4964	0.3935	0.6324	0.3973	0.449	0.5627	0.5877	0.8814	0.4273	0.3738	0.2284	0.3879	0.3066	0.4739	0.5448	0.3205	0.6805	0.4081	0.7647	0.3237	0.2144	0.3373	0.2846	0.3419	0.4001	0.4018	0.4998	0.3471	0.2294	0.636	0.6785	0.456	0.6121	0.5383	0.4664	0.2671	0.39	0.5644	0.4172	0.3812	0.37	0.4882	0.3943	0.6535	0.3984	0.6219	0.4722	0.3553	0.8932	0.8898	0.3571	0.4572	0.7357	0.4767	0.7507	0.4224	0.4346	0.4765	0.3212	0.3776	0.263	0.4896	0.3886	0.4769	0.9203	0.3411	0.91	0.3741	0.6622	0.8104	0.353	0.5494	0.9794	0.4335	0.4511	0.4441	0.6407	0.572	0.3956	0.4363	0.5218	0.3893	0.2527	0.7733	0.236	0.6326	0.4483	0.5504	0.3161	0.1954	0.4636	0.4947	0.2552	0.4412	0.4261	0.6543	0.2523	0.303	0.6698	0.7015	0.3027
RXN_185	H2O[m]	0.3732	0.6453	0.5291	0.5326	0.4964	0.3935	0.6324	0.3973	0.449	0.5627	0.5877	0.8814	0.4273	0.3738	0.2284	0.3879	0.3066	0.4739	0.5448	0.3205	0.6805	0.4081	0.7647	0.3237	0.2144	0.3373	0.2846	0.3419	0.4001	0.4018	0.4998	0.3471	0.2294	0.636	0.6785	0.456	0.6121	0.5383	0.4664	0.2671	0.39	0.5644	0.4172	0.3812	0.37	0.4882	0.3943	0.6535	0.3984	0.6219	0.4722	0.3553	0.8932	0.8898	0.3571	0.4572	0.7357	0.4767	0.7507	0.4224	0.4346	0.4765	0.3212	0.3776	0.263	0.4896	0.3886	0.4769	0.9203	0.3411	0.91	0.3741	0.6622	0.8104	0.353	0.5494	0.9794	0.4335	0.4511	0.4441	0.6407	0.572	0.3956	0.4363	0.5218	0.3893	0.2527	0.7733	0.236	0.6326	0.4483	0.5504	0.3161	0.1954	0.4636	0.4947	0.2552	0.4412	0.4261	0.6543	0.2523	0.303	0.6698	0.7015	0.3027
